isolate_id,genotype,collection_time,zoe_genotype,location,profile_lab,PB2,PB1,PA,HA,NP,NA,MP,NS,genotypenew
EPI_ISL_15585749,H5N1/2021/R2,2022.762,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585750,H5N1/2021/R2,2022.762,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585751,H5N1/2021/R2,2022.764,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585752,H5N1/2021/R2,2022.767,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13429295,H5N1/2021/R2,2022.422,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13429296,H5N1/2021/R2,2022.419,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15267013,H5N1/2021/R2,2022.455,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_14393097,H5N1/2021/R2,2022.249,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_14393465,H5N1/2021/R2,2022.263,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_14393671,H5N1/2021/R2,2022.279,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585760,H5N1/2021/R2,2022.759,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585761,H5N1/2021/R2,2022.775,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585762,H5N1/2021/R2,2022.762,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585763,H5N1/2021/R2,2022.762,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585764,H5N1/2021/R2,2022.764,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16748957,H5N1/2021/R2,2022.773,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585839,H5N1/2021/R2,2022.77,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384163,H5N1/2021/R2,2022.951,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_12177629,H5N1/2021/R2,2022.258,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_12474793,H5N1/2021/R2,2022.29,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16809999,H5N1/2021/R2,2022.836,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15942297,H5N1/2021/R2,2022.871,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585856,H5N1/2021/R2,2022.71,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_14497870,H5N1/2021/R2,2022.597,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585858,H5N1/2021/R2,2022.715,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585861,H5N1/2021/R2,2022.726,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585862,H5N1/2021/R2,2022.726,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585863,H5N1/2021/R2,2022.737,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15579537,H5N1/2021/R2,2022.734,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585865,H5N1/2021/R2,2022.745,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585880,H5N1/2021/R2,2022.753,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585881,H5N1/2021/R2,2022.756,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16811201,H5N1/2021/R2,2022.995,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585883,H5N1/2021/R2,2022.781,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957696,H5N1/2021/R2,2022.808,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_14573043,H5N1/2021/R2,2022.416,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585886,H5N1/2021/R2,2022.789,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16904551,H5N1/2021/R2,2022.959,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957728,H5N1/2021/R2,2022.822,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585891,H5N1/2021/R2,2022.792,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17564815,H5N1/2021/R2,2023.236,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585893,H5N1/2021/R2,2022.753,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957766,H5N1/2021/R2,2022.825,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585895,H5N1/2021/R2,2022.784,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585896,H5N1/2021/R2,2022.696,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15267012,H5N1/2021/R2,2022.674,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_14233944,H5N1/2021/R2,2022.534,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585899,H5N1/2021/R2,2022.734,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585904,H5N1/2021/R2,2022.677,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_14917968,H5N1/2021/R2,2022.529,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585906,H5N1/2021/R2,2022.649,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13429300,H5N1/2021/R2,2022.427,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957837,H5N1/2021/R2,2022.836,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585910,H5N1/2021/R2,2022.786,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585911,H5N1/2021/R2,2022.786,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957850,H5N1/2021/R2,2022.836,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15586107,H5N1/2021/R2,2022.773,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15814043,H5N1/2021/R2,2022.811,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16956028,H5N1/2021/R2,2023.063,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15586110,H5N1/2021/R2,2022.767,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15586111,H5N1/2021/R2,2022.767,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15586112,H5N1/2021/R2,2022.77,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15586113,H5N1/2021/R2,2022.77,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13613220,H5N1/2021/R2,2022.427,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16979810,H5N1/2021/R2,2022.904,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15088299,H5N1/2021/R2,2022.649,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15586117,H5N1/2021/R2,2022.764,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15586119,H5N1/2021/R2,2022.721,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585864,H5N1/2021/R2,2022.74,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13613226,H5N1/2021/R2,2022.438,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15586124,H5N1/2021/R2,2022.718,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13613229,H5N1/2021/R2,2022.444,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15586126,H5N1/2021/R2,2022.778,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15586127,H5N1/2021/R2,2022.778,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15586128,H5N1/2021/R2,2022.781,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15586130,H5N1/2021/R2,2022.795,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15586132,H5N1/2021/R2,2022.668,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15586133,H5N1/2021/R2,2022.712,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15234360,H5N1/2021/R2,2022.589,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15586135,H5N1/2021/R2,2022.737,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15586136,H5N1/2021/R2,2022.753,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15697406,H5N1/2021/R2,2022.712,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15234364,H5N1/2021/R2,2022.622,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15698209,H5N1/2021/R2,2022.734,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15234366,H5N1/2021/R2,2022.438,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585897,H5N1/2021/R2,2022.753,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585898,H5N1/2021/R2,2022.753,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15699799,H5N1/2021/R2,2022.748,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15699929,H5N1/2021/R2,2022.773,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15759950,H5N1/2021/R2,2022.83,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15759951,H5N1/2021/R2,2022.795,G16,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15759953,H5N1/2021/R2,2022.814,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15812579,H5N1/2021/R2,2022.707,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15812678,H5N1/2021/R2,2022.756,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15812864,H5N1/2021/R2,2022.811,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15813174,H5N1/2021/R2,2022.811,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15813940,H5N1/2021/R2,2022.811,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13617700,H5N1/2021/R2,2022.455,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17015364,H5N1/2021/R2,2023.126,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857837,H5N1/2021/R2,2022.816,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857839,H5N1/2021/R2,2022.871,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857840,H5N1/2021/R2,2022.868,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15364794,H5N1/2021/R2,2022.734,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857842,H5N1/2021/R2,2022.855,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15364796,H5N1/2021/R2,2022.693,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15364797,H5N1/2021/R2,2022.715,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15535272,H5N1/2021/R2,2022.718,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857846,H5N1/2021/R2,2022.836,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857847,H5N1/2021/R2,2022.836,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857848,H5N1/2021/R2,2022.841,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857849,H5N1/2021/R2,2022.841,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384125,H5N1/2021/R2,2022.83,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857953,H5N1/2021/R2,2022.847,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16613716,H5N1/2021/R2,2023.008,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857955,H5N1/2021/R2,2022.83,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857956,H5N1/2021/R2,2022.797,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857957,H5N1/2021/R2,2022.797,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857958,H5N1/2021/R2,2022.803,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857959,H5N1/2021/R2,2022.803,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857961,H5N1/2021/R2,2022.77,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857990,H5N1/2021/R2,2022.792,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857991,H5N1/2021/R2,2022.726,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384144,H5N1/2021/R2,2022.882,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384145,H5N1/2021/R2,2022.882,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384146,H5N1/2021/R2,2022.885,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585753,H5N1/2021/R2,2022.773,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15699790,H5N1/2021/R2,2022.742,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16740905,H5N1/2021/R2,2022.915,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585757,H5N1/2021/R2,2022.795,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15878545,H5N1/2021/R2,2022.715,G11,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15878546,H5N1/2021/R2,2022.715,G11,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17470103,H5N1/2021/R2,2023.164,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15878549,H5N1/2021/R2,2022.647,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13617696,H5N1/2021/R2,2022.433,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15925875,H5N1/2021/R2,2022.825,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15925876,H5N1/2021/R2,2022.825,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15925878,H5N1/2021/R2,2022.833,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17015362,H5N1/2021/R2,2023.126,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384162,H5N1/2021/R2,2022.951,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16809296,H5N1/2021/R2,2023.063,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16809297,H5N1/2021/R2,2023.049,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957885,H5N1/2021/R2,2022.844,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_14497321,H5N1/2021/R2,2022.605,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957618,H5N1/2021/R2,2022.797,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384168,H5N1/2021/R2,2022.912,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384169,H5N1/2021/R2,2022.921,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957641,H5N1/2021/R2,2022.8,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384171,H5N1/2021/R2,2022.896,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957654,H5N1/2021/R2,2022.8,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384173,H5N1/2021/R2,2022.915,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384174,H5N1/2021/R2,2022.915,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384175,H5N1/2021/R2,2022.915,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957678,H5N1/2021/R2,2022.803,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957684,H5N1/2021/R2,2022.805,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17716809,H5N1/2021/R2,2023.359,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16833158,H5N1/2021/R2,2023.066,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384180,H5N1/2021/R2,2022.929,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17564740,H5N1/2021/R2,2023.274,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13370921,H5N1/2021/R2,2022.26,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384184,H5N1/2021/R2,2022.929,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957730,H5N1/2021/R2,2022.825,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384189,H5N1/2021/R2,2022.915,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957744,H5N1/2021/R2,2022.827,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384192,H5N1/2021/R2,2022.926,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957774,H5N1/2021/R2,2022.825,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957779,H5N1/2021/R2,2022.825,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585754,H5N1/2021/R2,2022.773,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957792,H5N1/2021/R2,2022.83,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957798,H5N1/2021/R2,2022.833,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957804,H5N1/2021/R2,2022.833,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957810,H5N1/2021/R2,2022.833,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957817,H5N1/2021/R2,2022.836,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16398195,H5N1/2021/R2,2022.756,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16398196,H5N1/2021/R2,2022.77,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16443924,H5N1/2021/R2,2022.945,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957844,H5N1/2021/R2,2022.838,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17716831,H5N1/2021/R2,2023.359,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384160,H5N1/2021/R2,2022.929,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16115054,H5N1/2021/R2,2022.66,G17,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16956027,H5N1/2021/R2,2023.063,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957878,H5N1/2021/R2,2022.844,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16196676,H5N1/2021/R2,2022.899,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957899,H5N1/2021/R2,2022.847,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13613219,H5N1/2021/R2,2022.427,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16507106,H5N1/2021/R2,2022.715,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13613221,H5N1/2021/R2,2022.427,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15586116,H5N1/2021/R2,2022.773,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13613223,H5N1/2021/R2,2022.427,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13613224,H5N1/2021/R2,2022.438,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15586120,H5N1/2021/R2,2022.74,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15088303,H5N1/2021/R2,2022.658,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13613227,H5N1/2021/R2,2022.438,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957960,H5N1/2021/R2,2022.86,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13613230,H5N1/2021/R2,2022.447,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13778462,H5N1/2021/R2,2022.458,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13778464,H5N1/2021/R2,2022.463,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13778467,H5N1/2021/R2,2022.463,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15958004,H5N1/2021/R2,2022.871,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15958011,H5N1/2021/R2,2022.838,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16547552,H5N1/2021/R2,2022.934,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13778475,H5N1/2021/R2,2022.43,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13778476,H5N1/2021/R2,2022.43,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13778477,H5N1/2021/R2,2022.455,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13778478,H5N1/2021/R2,2022.477,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13778479,H5N1/2021/R2,2022.477,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13778522,H5N1/2021/R2,2022.477,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957785,H5N1/2021/R2,2022.83,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13778524,H5N1/2021/R2,2022.466,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13778525,H5N1/2021/R2,2022.466,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13778526,H5N1/2021/R2,2022.466,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16113089,H5N1/2021/R2,2022.299,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16113090,H5N1/2021/R2,2022.54,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16113225,H5N1/2021/R2,2022.449,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16113229,H5N1/2021/R2,2022.458,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
