genotype	PB2	PB1	PA	NP	NAseg	MP	NS	x	name	label_name	Newgenotype
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16171483|Avian|H5N1|2022.321|NorthAmerica|A/chicken/Oklahoma/22-013220-002-original/2022	A/chicken/Oklahoma/22-013220-002-original/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_17964917|Avian|H5N1|2023.222|NorthAmerica|A/red-tailed_hawk/Connecticut/23-009880-001-original/2023	A/red-tailed_hawk/Connecticut/23-009880-001-original/2023_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16297327|Avian|H5N1|2022.833|NorthAmerica|A/chicken/Florida/22-035222-003-original/2022	A/chicken/Florida/22-035222-003-original/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16297125|Avian|H5N1|2022.838|NorthAmerica|A/turkey/Pennsylvania/22-035424-001-original/2022	A/turkey/Pennsylvania/22-035424-001-original/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16271863|Avian|H5N1|2022.841|NorthAmerica|A/chicken/Wyoming/22-035580-001-original/2022	A/chicken/Wyoming/22-035580-001-original/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16297065|Avian|H5N1|2022.827|NorthAmerica|A/turkey/Minnesota/22-034849-001-original/2022	A/turkey/Minnesota/22-034849-001-original/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16171482|Avian|H5N1|2022.321|NorthAmerica|A/chicken/Oklahoma/22-013220-001-original/2022	A/chicken/Oklahoma/22-013220-001-original/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16014529|Canine|H5N1|2022.304|NorthAmerica|A/Red_Fox/ON/FAV-0558-02/2022	A/Red_Fox/ON/FAV-0558-02/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16243970|Canine|H5N1|2022.356|NorthAmerica|A/fox/Iowa/22-015357-002-original/2022	A/fox/Iowa/22-015357-002-original/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16003270|Canine|H5N1|2022.34|NorthAmerica|A/Red_Fox/ON/FAV-0605-02/2022	A/Red_Fox/ON/FAV-0605-02/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_17964951|Avian|H5N1|2023.301|NorthAmerica|A/red-tailed_hawk/New_York/23-013242-001-original/2023	A/red-tailed_hawk/New_York/23-013242-001-original/2023_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_15078250|Rodent|H5N1|2022.395|NorthAmerica|A/Virginia_opossum/Iowa/22-016780-001-original/2022	A/Virginia_opossum/Iowa/22-016780-001-original/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16003275|Canine|H5N1|2022.318|NorthAmerica|A/Red_Fox/ON/FAV-0605-01/2022	A/Red_Fox/ON/FAV-0605-01/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_17964969|Avian|H5N1|2023.195|NorthAmerica|A/bald_eagle/Pennsylvania/23-015074-001-original/2023	A/bald_eagle/Pennsylvania/23-015074-001-original/2023_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16271857|Avian|H5N1|2022.849|NorthAmerica|A/chicken/New_York/22-036304-007-original/2022	A/chicken/New_York/22-036304-007-original/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16171451|Avian|H5N1|2022.312|NorthAmerica|A/turkey/Michigan/22-012855-003-original/2022	A/turkey/Michigan/22-012855-003-original/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16102281|Avian|H5N1|2022.29|NorthAmerica|A/duck/Indiana/22-011946-002-original/2022	A/duck/Indiana/22-011946-002-original/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_13433400|Avian|H5N1|2022.255|NorthAmerica|A/domestic_duck/New_York/22-010321-003-original/2022	A/domestic_duck/New_York/22-010321-003-original/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16271836|Avian|H5N1|2022.89|NorthAmerica|A/chicken/Tennessee/22-037736-001-original/2022	A/chicken/Tennessee/22-037736-001-original/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16014448|Canine|H5N1|2022.288|NorthAmerica|A/Red_Fox/ON/FAV-0531/2022	A/Red_Fox/ON/FAV-0531/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16297376|Avian|H5N1|2022.762|NorthAmerica|A/chicken/Florida/22-031859-001-original/2022	A/chicken/Florida/22-031859-001-original/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16271850|Avian|H5N1|2022.874|NorthAmerica|A/chicken/Florida/22-036965-001-original/2022	A/chicken/Florida/22-036965-001-original/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16297339|Avian|H5N1|2022.797|NorthAmerica|A/chicken/Rhode_Island/22-033346-001-original/2022	A/chicken/Rhode_Island/22-033346-001-original/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16102157|Avian|H5N1|2022.279|NorthAmerica|A/chicken/Michigan/22-011521-003-original/2022	A/chicken/Michigan/22-011521-003-original/2022_{G16}	G5
G16	NorthAme	NorthAme	NorthAme	NorthAme	N1	2.3.4.4b	2.3.4.4b	110	EPI_ISL_16271837|Avian|H5N1|2022.888|NorthAmerica|A/chicken/Florida/22-037745-001-original/2022	A/chicken/Florida/22-037745-001-original/2022_{G16}	G5
G17	NorthAme	NorthAme	NorthAme	NorthAme	N6	2.3.4.4b	2.3.4.4b	1	EPI_ISL_17964973|Avian|H5N6|2023.348|NorthAmerica|A/bald_eagle/Minnesota/23-015429-001-original/2023	A/bald_eagle/Minnesota/23-015429-001-original/2023_{G17}	G31
G18	2.3.4.4b	2.3.4.4b	2.3.4.4b	NP_Eurasia_gene_pool	N1	2.3.4.4b	2.3.4.4b	1	EPI_ISL_15585857|Avian|H5N1|2022.712|Europe|A/chicken/England/118935/2022	A/chicken/England/118935/2022_{G18}	G20
G19	2.3.4.4b	2.3.4.4b	2.3.4.4b	NP_Eurasia_gene_pool	N1	MP_Eurasia_gene_pool2	2.3.4.4b	1	EPI_ISL_15579543|Avian|H5N1|2022.748|Europe|A/Mallard/Netherlands/18/2022	A/Mallard/Netherlands/18/2022_{G19}	G21
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_14098919|Seal|H5N1|2022.485|NorthAmerica|A/harbor_seal/Maine/22-020455-005-original/2022	A/harbor_seal/Maine/22-020455-005-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_15004373|Avian|H5N1|2022.255|NorthAmerica|A/Catalina_macaw/Michigan/22-010848-002-original/2022	A/Catalina_macaw/Michigan/22-010848-002-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16244028|Avian|H5N1|2022.381|NorthAmerica|A/Pekin_duck/Pennsylvania/22-015943-001-original/2022	A/Pekin_duck/Pennsylvania/22-015943-001-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16240404|Avian|H5N1|2022.345|NorthAmerica|A/duck/Pennsylvania/22-014337-007-original/2022	A/duck/Pennsylvania/22-014337-007-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_15267027|Avian|H5N1|2022.468|Europe|A/Northern_Gannet/Netherlands/6/2022	A/Northern_Gannet/Netherlands/6/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16021854|Canine|H5N1|2022.488|NorthAmerica|A/Red_Fox/NS/FAV-0879/2022	A/Red_Fox/NS/FAV-0879/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16244009|Avian|H5N1|2022.37|NorthAmerica|A/Pekin_duck/Pennsylvania/22-015427-002-original/2022	A/Pekin_duck/Pennsylvania/22-015427-002-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_15853920|Avian|H5N1|2022.353|Africa|A/Common_tern/South_Africa/686940_CT013/2022	A/Common_tern/South_Africa/686940_CT013/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_14098921|Seal|H5N1|2022.49|NorthAmerica|A/harbor_seal/Maine/22-020983-002-original/2022	A/harbor_seal/Maine/22-020983-002-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16632539|Seal|H5N1|2022.515|NorthAmerica|A/harbor_seal/Maine/22-022528-003-original/2022	A/harbor_seal/Maine/22-022528-003-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16698477|Avian|H5N1|2023.027|Asia|A/chicken/Hokkaido/HU-E008/2022	A/chicken/Hokkaido/HU-E008/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_13285246|Avian|H5N1|2022.247|NorthAmerica|A/chicken/Iowa/22-009985-001-original/2022	A/chicken/Iowa/22-009985-001-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16632540|Seal|H5N1|2022.518|NorthAmerica|A/harbor_seal/Maine/22-022528-006-original/2022	A/harbor_seal/Maine/22-022528-006-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16904554|Seal|H5N1|2022.562|Europe|A/Harbour_Seal/Scotland/162925/2022	A/Harbour_Seal/Scotland/162925/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_15215193|Avian|H5N1|2022.444|NorthAmerica|A/common_eiders/Maine/W22-481A/2022	A/common_eiders/Maine/W22-481A/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_15585890|Avian|H5N1|2022.674|Europe|A/chicken/Wales/116603/2022	A/chicken/Wales/116603/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16955765|Avian|H5N1|2022.926|Asia|A/large-billed_crow/Hokkaido/0112P083-2/2022	A/large-billed_crow/Hokkaido/0112P083-2/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16021587|Canine|H5N1|2022.392|NorthAmerica|A/Red_Fox/PEI/FAV-0591-02/2022	A/Red_Fox/PEI/FAV-0591-02/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_15077373|Avian|H5N1|2022.296|NorthAmerica|A/chicken/Pennsylvania/22-012092-006-original/2022	A/chicken/Pennsylvania/22-012092-006-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_13969425|Avian|H5N1|2022.43|Europe|A/Gannet/Scotland/084624/2022	A/Gannet/Scotland/084624/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16641792|Avian|H5N1|2022.471|NorthAmerica|A/peregrine_falcon/MA/22MM00802/2022	A/peregrine_falcon/MA/22MM00802/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_15004372|Avian|H5N1|2022.255|NorthAmerica|A/Amazon_parrot/Michigan/22-010848-001-original/2022	A/Amazon_parrot/Michigan/22-010848-001-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_14573031|Avian|H5N1|2022.452|Europe|A/northern_gannet/Germany-SH/AI03498/2022	A/northern_gannet/Germany-SH/AI03498/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16810105|Avian|H5N1|2022.682|Europe|A/Larus_argentatus/Belgium/10811_0002/2022	A/Larus_argentatus/Belgium/10811_0002/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16810069|Avian|H5N1|2022.69|Europe|A/Morus_bassanus/Belgium/10811_0001/2022	A/Morus_bassanus/Belgium/10811_0001/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16632512|Avian|H5N1|2022.512|NorthAmerica|A/common_tern/Maine/22-022526-010-original/2022	A/common_tern/Maine/22-022526-010-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_13432849|Avian|H5N1|2022.255|NorthAmerica|A/chicken/North_Carolina/22-010298-001-original/2022	A/chicken/North_Carolina/22-010298-001-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_17964943|Avian|H5N1|2023.274|NorthAmerica|A/sanderling/California/23-012068-001-original/2023	A/sanderling/California/23-012068-001-original/2023_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_15267026|Avian|H5N1|2022.482|Europe|A/Northern_Gannet/Netherlands/5/2022	A/Northern_Gannet/Netherlands/5/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16507094|Avian|H5N1|2022.636|Europe|A/northern_gannet/Spain/22VIR12774-1_3004-12/2022	A/northern_gannet/Spain/22VIR12774-1_3004-12/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16020774|Canine|H5N1|2022.392|NorthAmerica|A/Red_Fox/PEI/FAV-0591-01/2022	A/Red_Fox/PEI/FAV-0591-01/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_15837655|Avian|H5N1|2022.773|Africa|A/chicken/South_Africa/21080238/2021	A/chicken/South_Africa/21080238/2021_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_13246267|Avian|H5N1|2022.282|Europe|A/chicken/Iceland/2022AI02564/2022	A/chicken/Iceland/2022AI02564/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_15072539|Avian|H5N1|2022.288|Asia|A/emu/Hokkaido/A-2/2022	A/emu/Hokkaido/A-2/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16171325|Avian|H5N1|2022.296|NorthAmerica|A/chicken/Pennsylvania/22-012248-003-original/2022	A/chicken/Pennsylvania/22-012248-003-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16698579|Avian|H5N1|2022.847|Asia|A/slaty-backed_gull/Hokkaido/0111M111/2022	A/slaty-backed_gull/Hokkaido/0111M111/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_13432788|Avian|H5N1|2022.255|NorthAmerica|A/guinea_fowl/Maine/22-010181-001-original/2022	A/guinea_fowl/Maine/22-010181-001-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_13370920|Avian|H5N1|2022.255|Europe|A/domestic_duck/England/040831/2022	A/domestic_duck/England/040831/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16171415|Avian|H5N1|2022.312|NorthAmerica|A/chicken/Pennsylvania/22-012578-004-original/2022	A/chicken/Pennsylvania/22-012578-004-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_15004380|Avian|H5N1|2022.274|NorthAmerica|A/chicken/North_Carolina/22-010929-001-original/2022	A/chicken/North_Carolina/22-010929-001-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16632541|Seal|H5N1|2022.518|NorthAmerica|A/harbor_seal/Maine/22-022528-008-original/2022	A/harbor_seal/Maine/22-022528-008-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_13432800|Avian|H5N1|2022.255|NorthAmerica|A/goose/Maine/22-010181-002-original/2022	A/goose/Maine/22-010181-002-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_14098916|Seal|H5N1|2022.477|NorthAmerica|A/harbor_seal/Maine/22-020455-002-original/2022	A/harbor_seal/Maine/22-020455-002-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_14098918|Seal|H5N1|2022.482|NorthAmerica|A/harbor_seal/Maine/22-020455-004-original/2022	A/harbor_seal/Maine/22-020455-004-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_13431308|Avian|H5N1|2022.255|NorthAmerica|A/turkey/Minnesota/22-010123-004-original/2022	A/turkey/Minnesota/22-010123-004-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_14098922|Seal|H5N1|2022.49|NorthAmerica|A/grey_seal/Maine/22-020983-003-original/2022	A/grey_seal/Maine/22-020983-003-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_14098923|Seal|H5N1|2022.49|NorthAmerica|A/harbor_seal/Maine/22-020983-006-original/2022	A/harbor_seal/Maine/22-020983-006-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_15853932|Avian|H5N1|2022.567|Africa|A/African_penguin/South_Africa/693215_P2-0348/2022	A/African_penguin/South_Africa/693215_P2-0348/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_15853935|Avian|H5N1|2022.712|Africa|A/chicken/South_Africa/697683/2022	A/chicken/South_Africa/697683/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_14064890|Avian|H5N1|2022.247|Asia|A/crow/Hokkaido/0103B073/2022_H5N1	A/crow/Hokkaido/0103B073/2022_H5N1_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_14810369|OtherMammal|H5N1|2022.49|Europe|A/porpoise_/Sweden/SVA220712SZ0367/FB002184/O-2022	A/porpoise_/Sweden/SVA220712SZ0367/FB002184/O-2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16632511|Avian|H5N1|2022.49|NorthAmerica|A/great_black-backed_gull/Maine/22-022526-007-original/2022	A/great_black-backed_gull/Maine/22-022526-007-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16632538|Avian|H5N1|2022.488|NorthAmerica|A/herring_gull/Maine/22-022526-002-original/2022	A/herring_gull/Maine/22-022526-002-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16171418|Avian|H5N1|2022.315|NorthAmerica|A/chicken/Pennsylvania/22-012742-002-original/2022	A/chicken/Pennsylvania/22-012742-002-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16171402|Avian|H5N1|2022.301|NorthAmerica|A/chicken/Utah/22-012375-001-original/2022	A/chicken/Utah/22-012375-001-original/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_14573001|Avian|H5N1|2022.455|Europe|A/northern_gannet/Germany-SH/AI03496/2022	A/northern_gannet/Germany-SH/AI03496/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16122154|Avian|H5N1|2022.515|Europe|A/northern_gannet/Germany-NI/AI04234/2022	A/northern_gannet/Germany-NI/AI04234/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16641788|Avian|H5N1|2022.468|NorthAmerica|A/red-tailed_hawk/MA/22MM00792/2022	A/red-tailed_hawk/MA/22MM00792/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_16641790|Avian|H5N1|2022.479|NorthAmerica|A/great_black-backed_gull/MA/22MM00822/2022	A/great_black-backed_gull/MA/22MM00822/2022_{G2}	G3
G2	Eurasia_to_NorthAmerica2.3.4.4b	2.3.4.4b	2.3.4.4b	2.3.4.4b	N1	2.3.4.4b	2.3.4.4b	192	EPI_ISL_15072538|Avian|H5N1|2022.288|Asia|A/chicken/Hokkaido/I-1/2022	A/chicken/Hokkaido/I-1/2022_{G2}	G3
